age;gender;height_cm;weight_kg;body fat_%;diastolic;systolic;gripForce;sit and bend forward_cm;sit-ups counts;broad jump_cm;class
24.0;F;161.1;48.1;21.8;63.0;102.0;29.6;24.7;46.0;164.0;A
39.0;M;171.8;70.1;18.7;93.0;138.0;55.5;15.8;58.0;220.0;A
23.0;M;183.2;74.4;9.5;63.0;118.0;53.7;13.9;64.0;218.0;B
21.0;M;177.2;70.4;21.1;70.0;114.0;35.5;14.1;35.0;213.0;D
57.0;M;169.9;69.5;18.3;88.0;144.0;48.6;11.1;26.0;164.0;C
21.0;M;175.3;80.3;13.8;75.0;136.0;52.2;24.5;59.0;245.0;A
60.0;F;157.5;59.4;29.0;73.0;119.0;30.1;29.6;28.0;152.0;A
44.0;M;185.3;82.7;19.0;71.0;111.0;39.1;8.5;40.0;220.0;D
21.0;M;169.5;76.0;27.8;71.0;120.0;41.4;3.6;57.0;211.0;D
26.0;F;168.5;57.58;26.0;77.0;123.0;27.8;22.1;37.0;159.0;A
24.0;M;161.1;53.7;6.9;63.0;121.0;41.8;24.3;60.0;248.0;A
48.0;F;170.1;83.5;37.5;78.0;131.0;29.9;12.0;17.0;105.0;D
63.0;M;163.4;56.64;20.4;63.0;126.0;29.8;11.6;22.0;159.0;C
25.0;M;180.9;91.2;23.4;76.0;117.0;53.8;21.3;55.0;259.0;B
49.0;M;171.3;71.9;19.4;75.0;130.0;47.5;9.4;48.0;201.0;B
60.0;M;170.0;74.8;26.9;81.0;140.0;34.9;8.2;29.0;161.0;B
28.0;M;179.7;74.1;19.1;70.0;136.0;37.1;25.5;45.0;222.0;C
21.0;M;171.2;65.5;20.4;84.0;136.0;43.7;20.4;45.0;224.0;C
23.0;M;179.0;86.9;20.1;81.0;123.0;46.6;19.6;56.0;207.0;C
38.0;M;177.0;75.0;13.9;86.0;142.0;52.1;17.8;62.0;257.0;A
28.0;M;181.9;78.4;7.8;72.0;138.0;49.0;26.4;55.0;258.0;A
23.0;F;163.6;54.7;28.3;67.0;129.0;23.0;21.0;48.0;127.0;A
21.0;F;169.5;83.7;42.9;73.0;138.0;21.6;20.3;43.0;166.0;D
45.0;M;180.9;78.6;18.4;92.0;146.0;52.6;19.5;25.0;214.0;D
24.0;F;163.7;53.4;27.5;83.0;122.0;25.7;12.1;37.0;181.0;C
27.0;M;174.0;70.5;18.0;75.0;145.0;39.9;10.7;42.0;246.0;C
58.0;F;150.4;60.8;31.8;65.0;122.0;33.1;7.3;22.0;122.0;D
31.0;M;174.2;83.3;13.3;74.0;123.0;55.2;18.4;58.0;247.0;C
23.0;M;167.0;59.6;9.5;68.0;121.0;40.0;15.3;32.0;212.0;D
29.0;M;182.0;77.2;19.0;78.0;134.0;52.9;5.3;56.0;234.0;C
22.0;M;183.0;78.3;17.5;88.0;135.0;46.2;5.6;62.0;206.0;D
44.0;F;159.7;58.8;32.6;75.0;106.0;23.5;21.9;20.0;132.0;C
21.0;M;183.3;76.5;13.8;66.0;117.0;41.5;16.3;59.0;227.0;B
23.0;F;168.1;55.9;26.3;65.0;97.0;28.2;15.5;35.0;160.0;C
56.0;M;178.0;71.9;17.6;76.0;133.0;29.6;4.9;41.0;175.0;C
24.0;F;165.7;58.2;24.5;73.0;125.0;26.8;20.9;52.0;180.0;A
23.0;M;175.3;77.5;20.1;80.0;139.0;43.9;11.0;37.0;208.0;D
58.0;M;168.6;100.4;30.3;82.0;141.0;43.1;0.1;37.0;171.0;D
48.0;M;172.0;75.0;38.2;71.0;139.0;31.9;6.5;21.0;202.0;D
21.0;M;183.0;67.0;14.9;68.0;123.0;35.4;4.2;54.0;205.0;D
26.0;M;179.9;83.4;17.5;76.0;139.0;42.1;-5.3;60.0;233.0;D
63.0;M;167.2;73.3;24.4;83.0;157.0;53.3;24.6;31.0;189.0;A
25.0;M;179.7;79.0;14.8;98.0;149.0;53.9;17.2;58.0;220.0;A
32.0;M;170.3;66.3;9.3;72.0;151.0;47.9;16.7;51.0;247.0;A
59.0;F;152.6;61.5;36.1;70.0;122.0;21.1;16.8;22.0;120.0;D
36.0;M;179.1;72.3;16.3;93.0;125.0;44.2;9.7;39.0;217.0;B
40.0;M;183.7;97.7;32.6;88.0;155.0;47.3;14.0;32.0;206.0;D
29.0;M;170.5;68.4;13.5;81.0;135.0;39.8;23.3;48.0;247.0;B
27.0;M;171.8;70.4;17.1;76.0;136.0;44.7;13.8;55.0;247.0;B
24.0;F;166.6;50.5;17.7;60.0;105.0;22.6;31.0;50.0;198.0;A
33.0;F;163.7;49.1;25.8;81.0;117.0;21.6;13.9;38.0;191.0;B
49.0;M;176.9;73.2;17.9;75.0;124.0;53.9;17.5;50.0;219.0;C
32.0;M;191.4;93.3;14.6;71.0;149.0;58.7;15.5;35.0;235.0;D
57.0;F;155.4;53.8;23.7;77.0;124.0;27.6;21.8;35.0;140.0;A
28.0;M;178.8;68.3;17.4;67.0;120.0;35.1;-13.2;49.0;189.0;D
52.0;M;174.0;73.2;22.2;92.0;137.0;46.1;10.2;46.0;198.0;C
28.0;F;162.8;56.8;27.9;81.0;119.0;32.6;20.9;44.0;186.0;A
44.0;F;164.5;63.6;28.3;93.0;123.0;28.6;19.9;38.0;138.0;A
21.0;F;162.0;48.3;21.3;85.0;119.0;24.0;24.0;28.0;139.0;C
58.0;M;170.0;79.8;25.5;98.0;146.0;28.7;21.7;26.0;166.0;D
27.0;M;171.8;75.1;24.9;90.0;144.0;42.7;8.6;54.0;211.0;C
64.0;M;166.2;62.5;23.5;81.0;151.0;37.1;13.3;32.0;177.0;B
25.0;M;172.0;65.9;18.6;92.0;140.0;38.1;12.2;54.0;227.0;B
28.0;F;171.5;64.0;18.5;85.0;135.0;31.4;18.5;36.0;198.0;A
48.0;F;151.3;49.4;27.3;45.0;91.0;18.7;8.5;21.0;149.0;D
62.0;M;167.8;65.42;25.5;85.0;142.0;28.6;10.5;17.0;153.0;D
33.0;M;179.5;79.5;7.9;73.0;136.0;46.3;19.2;60.0;269.0;C
34.0;M;180.7;84.9;22.8;90.0;155.0;33.9;15.3;57.0;255.0;D
60.0;M;173.5;75.2;19.9;80.0;120.0;47.0;12.5;26.0;196.0;C
25.0;M;168.8;87.3;20.6;77.0;143.0;60.9;20.7;68.0;230.0;A
25.0;M;175.2;73.9;11.0;82.0;140.0;54.3;18.4;58.0;252.0;A
21.0;F;167.7;61.1;28.3;58.0;109.0;23.5;22.9;21.0;172.0;D
37.0;F;166.4;58.2;24.4;72.0;123.0;29.1;21.7;37.0;170.0;A
25.0;M;173.4;72.32;18.7;80.0;128.0;45.8;12.0;52.0;229.0;B
51.0;M;165.7;58.1;17.9;94.0;145.0;36.3;12.1;29.0;200.0;C
22.0;F;164.6;54.1;27.6;65.0;110.0;28.9;18.8;50.0;158.0;B
51.0;M;163.1;67.7;23.6;96.0;145.0;41.8;5.3;42.0;197.0;C
31.0;M;172.2;64.1;15.7;68.0;103.0;33.3;10.8;37.0;200.0;C
24.0;F;160.4;52.2;26.2;73.0;134.0;31.8;26.3;46.0;161.0;A
61.0;M;169.0;72.4;26.7;78.0;120.0;30.7;23.8;37.0;187.0;D
26.0;M;177.8;71.0;17.5;57.0;112.0;48.3;-6.0;35.0;190.0;D
40.0;M;173.8;73.2;12.0;80.0;148.0;46.9;15.0;50.0;250.0;A
37.0;M;178.8;86.1;22.1;92.0;150.0;36.8;16.7;41.0;209.0;D
21.0;F;160.6;53.0;23.4;68.0;116.0;26.9;25.7;25.0;189.0;C
44.0;F;162.3;55.1;26.8;85.0;132.0;25.2;17.8;36.0;145.0;B
32.0;M;179.8;81.9;23.9;93.0;141.0;47.8;6.7;49.0;252.0;C
27.0;M;177.0;69.48;13.9;66.0;125.0;39.5;6.0;58.0;221.0;C
21.0;F;148.0;43.7;19.3;52.0;108.0;28.5;28.9;55.0;185.0;A
30.0;M;162.1;62.0;21.0;84.0;139.0;38.1;10.3;53.0;195.0;C
21.0;M;173.6;69.12;16.1;89.0;127.0;48.8;10.1;50.0;221.0;C
28.0;M;172.0;74.86;28.0;80.0;120.0;40.5;0.7;59.0;186.0;D
64.0;F;156.0;62.2;33.2;78.0;135.0;31.7;15.8;23.0;144.0;B
55.0;M;169.6;71.8;18.5;80.0;124.0;42.8;16.0;26.0;210.0;C
39.0;M;182.7;80.0;17.2;92.0;142.0;50.7;14.9;46.0;222.0;A
33.0;F;165.2;61.9;29.9;92.0;143.0;30.4;20.5;39.0;186.0;A
28.0;M;187.7;84.6;10.2;86.0;152.0;53.4;6.5;56.0;237.0;C
29.0;M;179.8;76.44;11.8;96.0;147.0;60.3;22.2;62.0;229.0;A
21.0;F;158.5;51.9;18.0;87.0;139.0;20.3;13.8;61.0;214.0;C
21.0;F;157.7;45.54;17.7;75.0;107.0;22.2;24.9;20.0;184.0;D
43.0;F;162.0;72.3;40.5;86.0;122.0;26.6;4.0;22.0;110.0;D
35.0;M;180.6;78.0;23.9;90.0;133.0;39.1;-10.7;14.0;179.0;D
28.0;M;178.3;76.8;3.0;73.0;145.0;53.66;29.5;68.0;259.0;A
22.0;M;180.2;68.4;13.8;79.0;134.0;43.1;7.3;62.0;284.0;C
45.0;M;173.8;70.0;13.7;67.0;112.0;37.4;12.7;34.0;234.0;C
22.0;F;170.2;61.3;25.4;70.0;108.0;27.9;21.0;29.0;140.0;C
62.0;F;150.3;57.4;41.1;70.0;146.0;18.5;11.0;3.0;95.0;D
62.0;M;163.8;68.6;24.7;82.0;136.0;41.9;9.0;32.0;177.0;B
23.0;M;181.8;78.9;18.3;91.0;149.0;51.6;15.4;51.0;210.0;C
26.0;M;171.0;69.2;16.6;84.0;139.0;45.6;12.6;49.0;243.0;B
64.0;M;176.1;81.1;23.8;77.0;142.0;44.2;14.0;29.0;169.0;C
22.0;F;167.9;54.9;20.2;75.0;123.0;29.7;21.8;52.0;214.0;A
43.0;M;168.9;79.6;19.1;78.0;128.0;52.0;18.5;50.0;221.0;A
27.0;F;164.7;68.1;38.6;91.0;123.0;28.4;13.8;42.0;140.0;B
21.0;F;163.7;51.2;21.6;75.0;116.0;28.4;20.0;57.0;203.0;C
21.0;M;180.4;89.1;21.1;76.0;140.0;45.4;9.5;42.0;234.0;C
36.0;F;161.4;54.3;30.8;80.0;135.0;23.6;22.0;23.0;148.0;C
50.0;M;168.2;73.4;26.9;73.0;138.0;30.7;-7.5;22.0;186.0;D
21.0;M;177.6;85.8;21.4;79.0;142.0;43.5;20.8;43.0;248.0;C
56.0;F;152.0;49.0;35.0;79.0;134.0;21.6;15.8;10.0;129.0;C
34.0;M;170.4;64.8;16.9;90.0;142.0;47.9;5.8;45.0;202.0;C
45.0;M;179.4;78.6;22.8;92.0;159.0;31.7;15.9;51.0;218.0;C
57.0;F;163.3;65.1;31.7;59.0;116.0;20.3;26.1;10.0;118.0;C
22.0;F;158.4;63.2;35.8;72.0;113.0;21.0;6.5;33.0;159.0;D
25.0;F;163.4;54.9;26.3;84.0;123.0;30.8;11.5;25.0;177.0;C
59.0;F;161.4;53.2;29.0;82.0;144.0;24.3;21.4;24.0;122.0;A
28.0;M;161.5;52.1;33.2;77.0;120.0;18.4;-6.0;10.0;121.0;D
28.0;F;158.7;57.1;35.7;77.0;118.0;29.4;15.7;24.0;160.0;D
28.0;F;165.1;53.4;23.3;95.0;128.0;28.2;23.7;53.0;165.0;A
21.0;F;171.5;52.5;22.7;74.0;120.0;32.8;20.7;41.0;185.0;A
48.0;M;169.3;60.7;12.8;74.0;116.0;35.0;11.2;53.0;211.0;B
26.0;F;167.0;75.0;27.6;90.0;145.0;38.5;17.5;32.0;174.0;D
60.0;M;171.7;59.3;24.0;80.0;128.0;39.1;13.7;31.0;163.0;B
63.0;M;168.2;70.64;27.0;75.0;126.0;34.4;-1.4;25.0;158.0;D
32.0;M;181.0;78.8;17.6;68.0;114.0;49.5;10.6;52.0;182.0;B
25.0;F;162.9;61.0;26.4;81.0;139.0;18.6;25.6;29.0;165.0;C
60.0;M;168.3;66.58;22.3;96.0;157.0;41.0;7.0;34.0;167.0;C
25.0;M;178.0;67.0;18.2;80.0;123.0;40.2;17.2;50.0;230.0;B
39.0;F;161.2;49.2;21.2;45.0;92.0;23.5;17.3;28.0;137.0;C
37.0;M;175.3;88.2;26.7;90.0;151.0;53.2;16.2;57.0;220.0;B
26.0;F;163.6;60.4;35.6;85.0;116.0;35.1;19.3;45.0;159.0;B
41.0;M;169.0;76.1;19.1;79.0;152.0;52.9;10.1;52.0;236.0;B
30.0;M;172.4;96.7;35.1;78.0;144.0;30.7;-2.2;14.0;163.0;D
26.0;F;153.5;59.7;40.2;68.0;116.0;19.6;16.5;7.0;139.0;D
33.0;F;166.2;57.4;23.7;72.0;117.0;28.9;30.2;40.0;158.0;B
39.0;M;174.9;68.8;24.9;70.0;107.0;36.4;7.8;39.0;190.0;C
43.0;F;167.0;55.6;25.7;92.0;136.0;26.9;18.5;24.0;137.0;C
60.0;M;167.0;69.7;17.2;80.0;120.0;45.2;8.3;40.0;195.0;B
57.0;M;162.1;54.0;9.0;70.0;137.0;32.0;20.3;46.0;194.0;B
48.0;F;157.8;59.1;36.5;98.0;146.0;32.2;10.7;31.0;155.0;C
38.0;M;166.7;70.4;29.9;94.0;124.0;33.4;15.7;25.0;213.0;D
33.0;M;174.7;76.0;19.7;83.0;123.0;49.9;5.2;48.0;214.0;C
23.0;F;159.5;65.6;33.8;92.0;130.0;28.1;30.1;44.0;172.0;A
25.0;F;167.0;51.2;23.9;80.0;126.0;26.1;20.1;21.0;130.0;D
42.0;M;168.7;68.5;27.7;91.0;156.0;36.5;10.2;44.0;203.0;D
31.0;M;170.9;73.5;21.7;72.0;126.0;38.8;9.5;54.0;226.0;B
63.0;M;168.2;77.3;34.2;94.0;158.0;35.1;12.0;13.0;174.0;D
30.0;M;179.7;75.7;22.8;83.0;142.0;37.6;8.0;50.0;223.0;C
39.0;M;167.0;69.1;19.4;67.0;117.0;41.0;6.0;36.0;220.0;C
28.0;M;176.2;70.0;23.6;83.0;123.0;30.3;2.5;39.0;201.0;D
30.0;M;173.5;70.7;18.6;79.0;140.0;56.3;14.7;30.0;229.0;D
49.0;M;174.8;74.5;21.7;83.0;117.0;43.1;2.9;40.0;178.0;D
29.0;F;164.9;53.0;20.3;62.0;102.0;29.3;6.7;29.0;136.0;D
39.0;M;169.5;69.1;17.2;72.0;136.0;44.9;16.0;47.0;236.0;A
21.0;F;159.6;65.9;33.8;78.0;128.0;27.2;15.7;41.0;174.0;D
24.0;F;166.2;55.2;29.2;72.0;123.0;17.2;2.9;28.0;123.0;D
23.0;M;174.2;68.2;19.4;83.0;141.0;41.9;15.3;48.0;213.0;C
31.0;M;183.4;89.9;20.6;71.0;138.0;66.0;21.0;53.0;235.0;B
51.0;M;165.5;74.7;26.3;74.0;127.0;34.9;14.4;24.0;171.0;D
30.0;M;182.5;94.4;27.8;72.0;157.0;53.4;12.6;38.0;167.0;D
27.0;M;179.2;86.6;23.8;63.0;124.0;43.5;8.3;36.0;198.0;D
34.0;M;174.5;74.4;24.3;94.0;154.0;39.3;22.5;56.0;224.0;D
46.0;M;171.7;60.8;19.0;68.0;122.0;37.4;16.4;53.0;194.0;A
37.0;M;172.2;66.9;17.6;86.0;128.0;46.2;14.9;39.0;224.0;B
36.0;M;175.9;71.3;23.4;85.0;134.0;47.3;12.8;46.0;221.0;B
21.0;F;164.5;54.02;24.7;72.0;142.0;24.7;22.6;45.0;176.0;A
59.0;M;169.3;72.0;20.2;96.0;146.0;41.9;21.2;44.0;197.0;A
53.0;M;185.6;92.1;22.8;86.0;135.0;50.7;11.3;39.0;210.0;C
61.0;F;159.5;54.68;32.3;71.0;126.0;26.4;-3.4;0.0;127.0;D
61.0;F;152.4;51.2;30.5;96.0;136.0;21.7;14.4;17.0;129.0;C
35.0;F;161.5;48.3;21.8;72.0;100.0;31.6;26.0;32.0;186.0;A
31.0;M;178.8;84.9;24.3;69.0;136.0;41.8;-2.8;40.0;160.0;D
36.0;M;178.1;74.7;22.2;78.0;133.0;38.6;8.4;37.0;217.0;C
28.0;F;163.7;51.4;21.5;63.0;103.0;22.6;7.8;41.0;158.0;D
21.0;M;168.4;71.0;22.3;70.0;120.0;35.2;8.5;61.0;213.0;C
29.0;F;150.3;54.5;29.3;64.0;122.0;27.5;26.0;26.0;150.0;C
22.0;F;170.6;68.1;28.9;87.0;120.0;33.4;22.9;42.0;201.0;A
22.0;M;168.6;73.9;23.4;83.0;133.0;38.7;16.3;47.0;209.0;C
56.0;F;172.0;60.0;19.5;70.0;120.0;20.6;15.0;25.0;170.0;C
21.0;M;171.4;67.0;23.1;81.0;117.0;38.0;12.3;54.0;184.0;C
36.0;M;178.2;69.9;22.4;68.0;123.0;41.8;7.6;48.0;203.0;C
22.0;M;170.4;63.3;13.1;97.0;137.0;40.4;13.3;48.0;233.0;B
61.0;M;166.0;66.4;24.5;83.0;123.0;32.6;3.1;22.0;174.0;C
27.0;M;174.0;64.9;16.5;92.0;129.0;44.6;15.5;52.0;226.0;A
41.0;F;168.1;62.5;25.5;72.0;137.0;26.4;24.8;23.0;164.0;C
36.0;M;170.1;68.68;22.0;73.0;115.0;38.3;15.3;51.0;219.0;A
32.0;M;170.7;90.5;36.2;82.0;133.0;45.1;11.4;33.0;188.0;D
54.0;F;169.0;64.4;32.5;69.0;117.0;25.9;20.1;16.0;145.0;C
23.0;M;177.0;73.52;15.7;84.0;134.0;51.8;19.7;46.0;230.0;C
27.0;M;176.5;80.66;16.5;63.0;124.0;48.6;7.5;51.0;240.0;C
21.0;M;172.0;74.3;16.6;68.0;132.0;39.9;16.3;68.0;240.0;A
60.0;M;161.3;68.2;23.3;89.0;153.0;39.6;15.9;21.0;182.0;C
36.0;M;178.6;98.3;31.7;79.0;129.0;52.4;17.0;43.0;209.0;B
41.0;M;181.3;79.2;22.4;87.0;131.0;49.2;15.5;47.0;253.0;A
47.0;F;152.4;62.4;34.8;66.0;117.0;21.4;10.5;2.0;160.0;D
22.0;M;169.3;76.0;23.5;83.0;121.0;25.1;17.0;51.0;210.0;D
31.0;M;172.6;88.4;23.1;84.0;134.0;58.3;21.5;51.0;234.0;A
30.0;F;170.4;61.1;21.9;63.0;97.0;29.3;12.6;33.0;166.0;C
46.0;F;159.1;52.9;32.5;76.0;123.0;21.9;8.0;21.0;140.0;D
24.0;M;169.3;65.4;20.4;71.0;115.0;38.0;21.5;50.0;246.0;B
52.0;F;160.7;74.1;31.8;90.0;154.0;23.3;16.7;26.0;154.0;C
61.0;F;150.7;55.0;33.3;85.0;158.0;23.9;32.9;24.0;149.0;B
22.0;M;178.6;83.5;20.3;83.0;139.0;47.8;18.1;57.0;229.0;C
36.0;F;158.2;64.3;33.6;64.0;109.0;27.6;22.1;30.0;137.0;B
54.0;M;171.5;78.2;24.0;80.0;120.0;42.8;8.5;33.0;193.0;C
21.0;M;177.0;87.5;23.8;80.0;135.0;61.8;15.7;56.0;238.0;B
58.0;M;172.7;70.56;20.8;61.0;157.0;42.9;23.3;40.0;186.0;A
60.0;M;163.4;75.9;34.2;91.0;120.0;29.6;16.2;15.0;161.0;D
28.0;F;168.5;56.2;22.0;88.0;127.0;27.9;23.4;46.0;189.0;A
28.0;M;178.4;77.9;27.5;86.0;139.0;48.5;17.0;52.0;231.0;A
36.0;M;176.0;80.9;31.7;95.0;154.0;38.4;3.5;46.0;221.0;D
31.0;M;167.0;69.7;29.4;94.0;148.0;45.0;5.5;36.0;205.0;D
64.0;M;169.9;73.8;23.1;92.0;152.0;45.0;4.6;23.0;162.0;C
24.0;M;170.7;89.7;34.3;85.0;141.0;38.4;4.2;42.0;187.0;D
22.0;M;180.7;71.8;18.8;60.0;109.0;40.6;11.3;46.0;249.0;C
58.0;F;156.4;59.5;30.2;80.0;140.0;32.3;21.3;20.0;153.0;A
23.0;F;153.6;45.3;28.9;71.0;121.0;24.6;12.9;24.0;106.0;C
30.0;M;176.2;83.9;19.4;82.0;150.0;43.8;13.1;53.0;218.0;C
46.0;M;173.3;69.3;21.9;88.0;140.0;44.3;15.5;45.0;208.0;A
46.0;M;171.9;64.8;25.9;73.0;130.0;43.2;1.9;23.0;198.0;D
61.0;M;175.4;71.2;20.2;96.0;149.0;40.0;10.4;27.0;186.0;C
28.0;M;182.0;78.0;9.8;57.0;119.0;42.8;26.1;52.0;221.0;A
29.0;F;171.0;71.8;33.2;90.0;149.0;30.3;27.3;35.0;174.0;B
24.0;F;155.6;55.9;31.4;72.0;126.0;29.6;25.1;56.0;168.0;A
25.0;M;170.6;60.02;17.1;68.0;115.0;44.3;9.5;47.0;191.0;D
23.0;M;174.6;70.3;13.3;82.0;112.0;38.1;12.6;56.0;213.0;B
56.0;M;172.3;71.7;18.9;87.0;137.0;44.3;21.0;42.0;201.0;A
35.0;F;163.8;63.2;31.3;71.0;131.0;20.7;20.9;26.0;162.0;C
50.0;M;179.1;102.2;30.5;83.0;130.0;40.1;-6.5;14.0;162.0;D
62.0;M;171.0;72.3;23.0;73.0;140.0;43.5;9.0;32.0;161.0;B
21.0;F;167.4;64.62;32.1;64.0;116.0;29.5;20.7;42.0;187.0;A
21.0;F;158.1;56.3;27.0;74.0;122.0;30.3;20.6;42.0;191.0;A
22.0;M;178.2;75.7;17.2;84.0;138.0;42.0;16.4;57.0;226.0;B
37.0;F;148.7;38.1;22.8;83.0;123.0;19.7;19.6;31.0;165.0;C
29.0;M;169.7;75.2;23.0;50.0;118.0;38.8;14.0;53.0;227.0;D
27.0;F;164.0;53.0;22.0;80.0;120.0;21.4;10.3;32.0;155.0;C
25.0;F;168.6;55.0;19.8;73.0;126.0;30.3;20.1;38.0;178.0;A
39.0;M;178.1;82.3;24.8;83.0;131.0;49.7;-3.8;44.0;219.0;D
33.0;M;174.0;93.5;37.8;93.0;136.0;42.0;-2.8;31.0;165.0;D
53.0;M;168.6;65.3;21.3;86.0;131.0;40.0;9.3;30.0;195.0;C
23.0;F;157.6;57.3;26.4;62.0;111.0;27.3;15.9;39.0;142.0;C
63.0;M;166.3;72.8;25.9;64.0;103.0;41.2;2.5;22.0;171.0;D
22.0;M;171.5;83.5;22.9;66.0;131.0;46.1;-10.8;46.0;204.0;D
21.0;M;180.0;73.4;20.1;67.0;120.0;42.1;6.7;54.0;232.0;C
52.0;M;166.8;71.3;25.4;92.0;142.0;39.4;15.7;20.0;187.0;D
53.0;M;173.4;69.8;21.7;90.0;152.0;35.2;6.3;32.0;156.0;C
23.0;M;176.5;66.6;21.7;78.0;122.0;30.6;-13.5;44.0;188.0;D
56.0;F;164.4;57.9;34.9;88.0;145.0;25.1;16.1;23.0;135.0;B
34.0;M;170.8;84.4;31.4;96.0;151.0;42.4;-1.1;30.0;206.0;D
58.0;M;168.1;67.2;18.7;77.0;102.0;37.0;3.8;27.0;186.0;D
45.0;M;175.0;79.1;20.2;86.0;131.0;44.3;5.3;42.0;190.0;C
33.0;F;168.0;77.6;36.9;84.0;131.0;26.8;15.2;29.0;156.0;D
22.0;F;152.6;47.6;20.9;63.0;111.0;23.2;28.6;46.0;168.0;A
60.0;M;172.6;65.2;19.6;99.0;158.0;38.4;22.3;42.0;162.0;A
64.0;M;155.6;59.0;28.8;87.0;158.0;34.1;-0.5;41.0;171.0;D
55.0;F;156.4;54.3;27.5;74.0;100.0;32.1;19.5;43.0;154.0;A
57.0;M;171.9;78.1;24.7;79.0;138.0;43.6;15.2;40.0;185.0;A
61.0;M;160.7;58.9;19.1;82.0;153.0;42.9;12.4;44.0;185.0;A
26.0;F;157.2;48.32;17.5;67.0;102.0;30.0;26.9;43.0;183.0;A
41.0;F;154.2;46.5;23.8;99.0;138.0;22.3;19.0;36.0;142.0;B
35.0;M;183.2;91.5;22.4;75.0;142.0;45.7;7.0;46.0;123.0;C
52.0;F;153.1;46.4;26.2;69.0;138.0;18.8;19.8;25.0;122.0;A
29.0;M;172.6;68.5;15.7;72.0;136.0;48.4;18.4;50.0;212.0;B
23.0;M;171.5;67.7;9.6;76.0;116.0;45.7;11.4;48.0;198.0;C
37.0;M;176.9;79.6;28.2;79.0;127.0;44.9;14.5;42.0;193.0;B
24.0;F;163.2;55.7;28.5;82.0;137.0;25.0;2.6;30.0;161.0;D
61.0;M;167.9;77.1;27.9;90.0;154.0;40.9;12.7;43.0;203.0;A
49.0;F;158.3;54.0;23.5;70.0;108.0;24.4;21.0;33.0;147.0;B
28.0;M;174.3;74.9;19.8;87.0;131.0;56.2;6.5;48.0;217.0;C
38.0;M;171.6;67.16;11.8;63.0;117.0;45.3;12.3;46.0;236.0;B
60.0;F;148.5;55.0;32.0;58.0;105.0;19.9;14.2;15.0;108.0;C
29.0;M;172.5;72.7;26.1;91.0;132.0;41.1;11.5;36.0;225.0;D
39.0;M;174.0;82.1;24.0;90.0;132.0;41.5;7.0;41.0;223.0;C
64.0;F;157.0;56.7;30.3;54.0;120.0;20.6;15.9;11.0;76.0;C
22.0;M;177.7;76.0;23.8;72.0;150.0;48.2;4.2;47.0;192.0;D
57.0;M;171.7;73.8;24.6;87.0;158.0;41.1;7.3;25.0;187.0;D
31.0;M;178.3;80.8;19.9;81.0;155.0;53.7;20.4;54.0;201.0;C
21.0;M;180.4;73.9;26.2;99.0;149.0;31.9;5.2;53.0;157.0;D
36.0;M;178.5;79.1;23.3;99.0;159.0;46.3;18.38;34.0;213.0;C
29.0;F;153.2;53.3;22.1;77.0;138.0;30.5;17.0;40.0;180.0;B
38.0;F;159.0;49.5;15.8;93.0;144.0;25.1;23.4;44.0;154.0;A
61.0;F;160.0;69.2;39.0;100.0;130.0;33.9;21.4;18.0;111.0;B
22.0;M;171.0;67.9;15.5;82.0;141.0;32.6;9.8;42.0;230.0;C
56.0;M;177.3;74.0;19.9;82.0;133.0;39.4;12.0;30.0;210.0;B
23.0;F;166.1;67.2;35.8;79.0;131.0;24.3;16.3;25.0;164.0;C
42.0;F;163.3;53.7;33.0;58.0;114.0;21.4;4.1;6.0;133.0;D
41.0;F;169.1;62.22;26.3;70.0;110.0;24.6;10.7;25.0;133.0;C
28.0;M;165.5;64.9;16.9;61.0;108.0;37.9;7.5;51.0;243.0;C
48.0;M;178.1;89.7;27.5;81.0;114.0;35.9;-7.5;26.0;180.0;D
51.0;M;174.0;75.0;20.3;65.0;115.0;37.6;7.3;29.0;197.0;C
33.0;M;179.4;81.5;22.5;88.0;140.0;44.6;15.0;50.0;205.0;C
48.0;F;166.5;64.4;23.3;67.0;129.0;36.1;27.7;29.0;161.0;A
24.0;M;175.2;88.98;22.5;86.0;148.0;50.0;14.5;50.0;221.0;C
31.0;F;160.7;77.2;38.4;75.0;127.0;29.4;22.7;32.0;140.0;D
26.0;M;167.4;75.4;31.7;88.0;132.0;49.5;11.2;56.0;212.0;B
28.0;M;187.2;100.6;23.6;87.0;137.0;47.8;22.0;45.0;221.0;D
27.0;M;174.2;84.3;30.8;83.0;131.0;46.3;0.4;55.0;184.0;D
28.0;M;172.5;63.7;6.0;65.0;115.0;40.3;15.6;62.0;226.0;A
21.0;F;156.4;48.7;27.8;65.0;91.0;19.9;21.0;37.0;160.0;A
21.0;M;186.1;91.0;22.1;79.0;139.0;45.3;5.9;37.0;258.0;D
23.0;F;166.0;79.5;34.0;81.0;132.0;34.7;24.4;39.0;200.0;B
55.0;M;165.3;72.16;14.1;70.0;116.0;37.7;14.5;41.0;212.0;C
54.0;M;177.4;88.3;22.6;91.0;147.0;48.1;3.5;44.0;205.0;D
64.0;M;163.4;64.1;21.8;70.0;114.0;24.7;-6.2;15.0;125.0;D
26.0;M;170.8;68.2;15.5;53.0;102.0;38.6;22.9;57.0;280.0;B
42.0;F;161.3;61.0;35.6;58.0;100.0;26.3;8.8;20.0;122.0;D
32.0;F;160.6;50.9;22.4;67.0;111.0;23.1;27.6;42.0;191.0;A
